index,public_private,region,prefecture,affiliation,institute_head,name_of_laboratory,lab_head,electricity_existence,principle_source,group_or_other_emergency_source,type_of_protection,ele_obs,total_staff,1,2,3,4,5,shipping_packaging_available,ship_obs,patients_per_day,centrifuge,centrifuge_func,centrifuge_why,temp_2-8,fridge_func,phone,phone_obs,fax,fax_obs,computer,computer_obs,internet,internet_obs,latitude,longitude,tdr_palu,tdr_hiv,widal_fever,hb_sahli_hemoglobin,list_of_all_exams,hierarchy,pdiag_hiv,pdiag_palu,pdiag_widal,pdiag_hb_sahli,pcomm,pship,network_pdiag_hiv,network_pdiag_palu,network_pdiag_widal,network_pdiag_hb_sahli,training
42,public,kankan,siguiri,cs,Camara Abdoul Karim,cs lab doko,Oumar Dabo,0,Generator,Yes,Any,,2,Bacteriology,Biochemistry,serology,Parasitology,Hematology,No,No,10,1,Yes,,0,N / A,0,,0,,0,,0,,11.785252,-8.969848,0,0,1,1,"thick film, THb, Widal, BW, blood grouping and Rh factor, urinary strip, Albumin",Guinea.kankan.siguiri.cs_lab_doko,0,0,1,1,0,1,0,0,1,1,bacteriology;biochemistry;serology;parasitology;hematology
43,public,kankan,kankan,hr,Dr. Kéita Fodé,hr kankan lab,Camara Issa,1,Generator,Yes,lightning rod,,14,Biochemistry,Hematology,biosecurity,Quality Control,Bacteriology,No,No,60,4,"Other (specify in ""comments"")",Breakdown,2,Yes,0,,0,,1,Functional,0,,,,0,1,0,0,"NFS, THb, TE, thick Drop, glucose, blood typing, TS, TC, urea, cholesterol, creatinine, transaminases",Guinea.kankan.kankan.hr_kankan_lab,1,0,0,0,0,1,0,1,0,0,biochemistry;hematology;biosecurity;quality control;bacteriology
44,private,kankan,siguiri,laboratory,Traoré Mamadou,analysis lab biomedical friendship,Nabé Mamadou,1,public network,Yes,Stabilizer,"In addition to the public network, they have a generator",6,antibiogramme,serology,Bacteriology,Hematology,Parasitology,No,No,20,1,Yes,,1,Yes,0,,0,,0,,0,,,,1,1,1,1,,Guinea.kankan.siguiri.analysis_lab_biomedical_friendship,1,1,1,0,0,1,0.5,1,1,1,antibiogramme;serology;bacteriology;hematology;parasitology
45,Public,kankan,faranah,ssa,Dr CAMARA Bandjou,labassa baf,C Jean Pierre Delamou,0,Any,No,No,,1,recycling laboratory,,,,,NO,No transport box ,3,0,,,0,,0,,0,,0,,0,,,,1,1,1,0,"Drop thick, Widal HIV stools",Guinea.kankan.faranah.labassa_baf,1,1,1,0,1,0,1,1,1,0,recycling laboratory
46,Public,kankan,kankan,ssa,Doctor sergeant aboubacar DIALLO,lapissa 3iem rm kankan,Biologist Albert lamah 2nd class,0,Any,Auune,Any,,23,Biochemistry,biosecurity,Parasitology,hematology,bacteriology,NO,No,15,2,Yes,1 failure ,0,,0,,0,,0,,0,,,,,,,,,Guinea.kankan.kankan.lapissa_3iem_rm_kankan,0,0,0,0,1,0,0,0,0,1,biochemistry;biosecurity;parasitology;hematology;bacteriology
47,public,kindia,forekaria,cs,Nanfadima Conde,csu lab forekaria,Aissata Camara,1,public network,No,Any,Only in the rainy season there is electricity,3,Hematology ,Bacteriology,Biochemistry ,serology,Parasitology,No,No,12,0,N / A,,0,N / A,0,,0,,0,,0,,9.43149,-13.090247,1,1,0,0,TDR HIV,Guinea.kindia.forekaria.csu_lab_forekaria,1,0,0,0,0,0,1,1,0,0,hematology;bacteriology;biochemistry;serology;parasitology
48,public,kindia,forekaria,hp,Dr. Elhadj Mamoudou Cissé,hp labs forekaria,Mohamed Soumah,1,public network,Yes,"Other or combination (specify in ""comments"")","Stabilizer, lightning rod, no generator, they have solar panels and the public network serves the hospital in the rainy season",7,Hematology ,Parasitology,Biochemistry ,Bacteriology,Blood transfusion,No,No,8,1,Yes,,0,Yes,0,,0,,0,,0,,9.431525,-13.090437,1,1,1,1,"NFS, GE, THb, Parasitology stool and urine, Widal, BW or PRP, blood transfusion, blood biochemistry, Biochemistry urine, glucose, HBsAg, Hepatitis C, HIV, vaginal secretion, urine culture, TDR (malaria)",Guinea.kindia.forekaria.hp_labs_forekaria,1,1,1,1,0,0,1,1,1,1,hematology;parasitology;biochemistry;bacteriology;blood transfusion
49,public,kindia,forekariah,cs,Ansoumane Cissé,cs lab maferinyah,Soryba Camara,1,public network,No,Taken from the ground,Electricity about half of the day,9,Biochemistry,serology,Sample packaging,Hematology,Sample,No,No,10,1,Yes,,0,N / A,0,,0,,0,,0,,9.547704,-13.285882,1,1,0,1,"Saddles, THb, thick Drop, SRV, White Blood Cell, Grouping, Spit, VS, Pregnancy Test, TDR, NFS",Guinea.kindia.forekariah.cs_lab_maferinyah,0,0,0,1,0,0,0.5,0,0,1,biochemistry;serology;sample packaging;hematology;sample
50,public,kindia,coyah,cs,Michel Tinguiano,labo health computer sanoyah (km 36) - according to the dps coyah it is planned to develop and make a cmc,Abdoul Karim Bangoura,1,public network,No,Any,frequent power cuts,7,Biochemistry,Laboratory Techniques,Hematology,Bacteriology,serology,No,No,20,0,N / A,,0,N / A,0,,0,,0,,0,,9.704025,-13.498397,1,1,1,1,"TDR THb, albumin, glucose, Saddles, SRV, Widal, RPR",Guinea.kindia.coyah.labo_health_computer_sanoyah,0,0,1,1,0,0,1,0,1,0,biochemistry;laboratory techniques;hematology;bacteriology;serology
51,public,kindia,coyah,hp,Dr. David Azoko,hp labs coyah,Ouo Damey,1,public network,No,Taken from the ground,,32,Bacteriology,Biochemistry,Hematology,Immunology,Lab Management,No,No,25,1,No,Bad condition,1,Yes,0,,0,,0,,0,,9.706859,-13.392595,1,1,1,0,"Urinalysis (urine sediment), NFS, THb, VS, TE, TS, TC, thick Drop TDR Coprology, Glucose, Séro immunology, Widal, RPR, ASO, HBsAg, HIV ",Guinea.kindia.coyah.hp_labs_coyah,1,1,1,0,0,0,1,1,0,0,bacteriology;biochemistry;hematology;immunology;lab management
52,public,kindia,coyah,cs,Mamadou Dian Barry,cs lab fily,Hadja Fatoumata Barry,0,Any,No,Any,,4,Hematology ,Parasitology,biosecurity,Bacteriology,serology,No,No,20,0,N / A,,0,N / A,0,,0,,0,,0,,9.710669,-13.379326,0,1,1,1,"thick film, THb, GB, NFS, Widal, Glucose, seats, HIV",Guinea.kindia.coyah.cs_lab_fily,1,0,1,1,0,0,0,1,1,1,hematology;parasitology;biosecurity;bacteriology;serology
53,public,kindia,coyah,cs,Daloba Mara,cs lab maneah,Elise Lamah,1,public network,No,Any,,0,biosecurity,serology,Parasitology,Bacteriology,Hematology,No,No,20,0,N / A,,0,N / A,0,,0,,0,,0,,9.719385,-13.411198,1,1,1,1,"TDR, THb, Thick blood, stools, Widal, albumin, HIV",Guinea.kindia.coyah.cs_lab_maneah,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,biosecurity;serology;parasitology;bacteriology;hematology
54,public,kindia,dubreka,cs,Louis Théa,csu lab dubreka,Aissatou Fadja Diallo,1,public network,No,Any,,4,Parasitology,Ebola,biosecurity,Bacteriology,Hematology,No,No,3,1,No,,0,N / A,0,,0,,0,,0,,9.79,-13.53,0,0,1,0,"blood grouping, Albumin, Widal, glucose, thick Drop, Saddles",Guinea.kindia.dubreka.csu_lab_dubreka,0,1,1,0,0,1,0,0,1,0,parasitology;ebola;biosecurity;bacteriology;hematology
55,public,kindia,dubreka,hp,Dr. Sékou Bakayoko,hp labs dubreka,Bountouraby Kéita,1,public network,Yes,"Other or combination (specify in ""comments"")","stabilizer and lightning rod, a generator serving lab and radio, the public network works well enough during the rainy season",20,Blood biochemistry,Hematology,Bacteriology,serology,Immunology,No,No,20,1,Yes,,1,Yes,0,,0,,0,,0,,9.790622,-13.526892,1,0,1,1,"THb, Red Cells, White Blood Cell, Test Emmel, VS, TS, TC, glucose, Saddles, TDR (malaria), thick Drop, TDR (trypanosomiasis), Widal, RPR, HBsAg, ASO, Blood Grouping",Guinea.kindia.dubreka.hp_labs_dubreka,0,1,1,1,0,1,1,0,0,1,blood biochemistry;hematology;bacteriology;serology;immunology
56,public,kindia,kindia,cs,Dr. Mouctar Diallo,cs lab mambia,Sangaré Sira,1,public network,No,Any,,2,Parasitology,Bacteriology,Hematology,serology,biosecurity,No,No,2,1,Yes,,0,N / A,0,,0,,0,,0,,9.83,-13.11,,,,,,Guinea.kindia.kindia.cs_lab_mambia,0,0,0,0,0,1,0,0,0,0,parasitology;bacteriology;hematology;serology;biosecurity
57,public,kindia,kindia,cs,Alpha Ousmane Barry,cs lab manquepas,Jean Félix Haba,1,public network,Yes,Any,,9,Hematology,Biochemistry,Bacteriology,serology,Parasitology,No,No,15,2,Yes,,0,N / A,0,,0,,0,,0,,10.047,-12.86,1,1,1,1,"Thick film, THb, Widal, Saddle, Glucose, TDR, albumin, HIV, RPR, HCG",Guinea.kindia.kindia.cs_lab_manquepas,1,1,1,1,0,1,1,0,1,1,hematology;biochemistry;bacteriology;serology;parasitology
58,public,kindia,kindia,hr,Dr Bacary Condé,lab hr kindia,Mamadou Malick Bah (Interim),1,public network,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizer; there are solar panels but only blood bank; féquentes cuts",18,Biochemistry,serology,Hematology,Bacteriology,Parasitology,No,No,50,1,Yes,,0,N / A,0,,0,,0,,0,,10.047297,-12.860032,1,1,1,0,"Biochemistry of urine, THb, red and White Blood Cell, Goute thick, TS, TC, Saddles, Emel Test, Grouping, Syphilis, ASO, Widal, HIV Toxo plasmose",Guinea.kindia.kindia.lab_hr_kindia,1,1,1,0,0,0,0,1,1,0,biochemistry;serology;hematology;bacteriology;parasitology
59,public,kindia,telimele,cs,Alpha Ibrahima Diallo,cs lab sinta,Mamadou Saliou Baldé,1,Solar energy,No,"Other or combination (specify in ""comments"")","Lightning, earthing",3,Parasitology,Bacteriology,Hematology,Biochemistry  ,serology,No,No,6,0,N / A,,0,N / A,0,,0,,0,,0,,10.69924,-12.9755,0,1,1,1,"THb, thick Drop, Widal, Saddle, sputum, urine chemistry, pregnancy test, HIV, Cytology urine",Guinea.kindia.telimele.cs_lab_sinta,1,0,1,1,0,0,0,1,1,1,parasitology;bacteriology;hematology;biochemistry;serology
60,public,kindia,telimele,hp,Dr. Oni Maurice Béavogui,hp labs telimele,Aliou Sow Bailo,1,public network,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizer, lightning rod, grounding; there is max electricity moist of the day",13,Hematology,Biochemistry,Bacteriology,Parasitology,Blood transfusion,No,No,6,3,Yes,,1,No,0,,0,,0,,0,,10.906827,-13.08431,0,1,0,0,"NFS, TE, TC, TS, Grouping, Glucose, Albumin, Sugar, urinalysis, parasitology stool, GE, skin Bioptie, syphilis, ASO, HIV",Guinea.kindia.telimele.hp_labs_telimele,1,0,0,0,0,0,1,1,0,0,hematology;biochemistry;bacteriology;parasitology;blood transfusion
61,public,kindia,telimele,cs,Assiatou Barry,csu lab telimele,Mohamed Adoulaye Diallo,1,public network,No,Any,The public network only works irregularly,6,serology,biosecurity,Parasitology,Bacteriology,Hematology,No,No,10,1,No,,0,N / A,0,,0,,0,,0,,10.907373,-13027515,1,1,1,1,"thick blood, THb, Widal, urine chemistry, sputum, HIV, HBS Antigen, TG, Saddles, TDR",Guinea.kindia.telimele.csu_lab_telimele,0,1,1,0,0,0,1,1,1,1,serology;biosecurity;parasitology;bacteriology;hematology
62,mining company,kindia,kindia,clinical,Sylla Nabie,clinic lab cbk debele,Sow Mamadou,1,Other,No,lightning rod,Electricity is provided by the network of the city,1,Biochemistry,Parasitology,Bacteriology,,,No,No,7,1,Yes,,1,Yes,1,,1,,1,,1,,,,0,1,0,0,"NFS, VS, GE, Aslo, Saddle, Urine, blood sugar, HIV, GA, GS, Hepatitis B, TE",Guinea.kindia.kindia.clinic_lab_cbk_debele,1,0,0,0,1,0,0,1,0,0,biochemistry;parasitology;bacteriology
63,public,kindia,kindia,ssa,doctor commander kenda diallo ,lapissa main laboratory military health service,LOUA Henry phampil ,1,public network,no,any,,14,Hematology,Bacteriology,biosecurity ,,,Yes,No,5,2,Yes,,0,N / A,0,,0,,0,,0,,,,,,,,,Guinea.kindia.kindia.lapissa_main_laboratory_military_health_service,0,0,0,0,0,1,0,0,0,0,hematology;bacteriology;biosecurity
64,public,labe,labe center,hr,Dr. Sall Ataoulaye,hr lab labe,Dr. Bafodé Condé,1,public network,Yes,"Other or combination (specify in ""comments"")","Ups Broken inverter, stabilizer belonging to the laboratory manager ",18,Bacteriology (Antimicrobial),Hematology,serology,Biochemistry,Parasitology,Yes,Triple packaging available,10,1,No,Technical issues,2,Yes,0,,0,,1,,0,,11.318402,-12285279,0,1,1,1,"Aslo, blood typing, RPR / TPHA, TDR HIV, Toxoplasmosis, TDR HbS, TDR hepatitis C Widal, Glucose,, Creatinine, Cholesterol total / LDL / HDL, Triglycerides, Transaminases, Urea blood, uric acid, calcium, magnesium levels, ECBU , ECBSV, ECB pus, GE (dp), TE, TS TC; NFS; HEMOGLOBIN; microfilaria; STOOL Transfusion STRIP URINARY",Guinea.labe.labe_center.hr_lab_labe,1,0,1,1,0,1,1,1,0,1,bacteriology (antimicrobial);hematology;serology;biochemistry;parasitology
65,public,labe,labe,cs,Bandia Syline,cs-lab ley saare,Fatoumata Binta Bah,1,Solar energy,Yes,lightning rod,,3,Hematology,Virology,Parasitology,serology,biosecurity,No,No,0,1,Yes,,0,N / A,0,,0,,0,,0,,11.320254,-12.282071,1,1,0,1,"TDR, hemoglobin, albumin, PMCT (HIV), RPR",Guinea.labe.labe.cs-lab_ley_saare,0,0,0,0,0,0,0,0,0,0,hematology;virology;parasitology;serology;biosecurity
66,public,labe,labe,cs,Fatoumata Dalanda Diallo,cs lab daka,Ibrahima Baldé Fissiry,0,Any,No,Any,,3,Parasitology,Hematology,Biochemistry,serology,Bacteriology,No,No,4,1,Yes,,0,N / A,0,,0,,0,,0,,11.43,-12.11,1,0,1,1,"Hemoglobin, TDR, thick Drop RPR (syphilis), Albumin, seats, vaginal smear, urinary Fitting, Widal, urinary strip",Guinea.labe.labe.cs_lab_daka,0,1,1,1,0,0,1,0,1,1,parasitology;hematology;biochemistry;serology;bacteriology
67,public,labe,lelouma,hp,Dr. Yamoussa Bassika Bangoura,hp labs lelouma,Thierno Sadou Camara,0,Solar energy,No,lightning rod,Solar panels just for the refrigerator supply,4,Biochemistry,Bacteriology,serology,Hematology,Parasitology,No,No,5,2,1 Yes 1 No,The electric centrifugieuse does not work for lack of power,3,"Other (specify in ""comments"")",0,,0,,0,,0,,11.430577,-12.683847,1,1,1,1,"Hemoglobin, blood typing, albumin, Widal, glucose, thick film, TDR HIV Aslo",Guinea.labe.lelouma.hp_labs_lelouma,1,1,1,1,0,1,1,1,1,1,biochemistry;bacteriology;serology;hematology;parasitology
68,public,labe,lelouma,cs,Ataoulaye Diallo,csu lab lelouma,Abdoulaye Diallo,0,,No,Any,Acune energy source,1,Hematology,Parasitology,Bcciloscopie TB,Bacteriology,serology,No,No,0,0,,,0,,0,,0,,0,,0,,11.431311,-12.683072,0,0,0,0,Examining only realized in this laboratory is examining sputum for TB screening,Guinea.labe.lelouma.csu_lab_lelouma,0,0,0,1,0,1,0,0,0,0,hematology;parasitology;bacilloscopy tuberculosis;bacteriology;serology
69,public,labe,tougue,hp,Dr. Habib Sagnane,hp labs tougue,Abdoullaye Baldé,0,public network,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizer, lightning rod; generator failed, a panel is just the fridge",5,Hematology ,Bacteriology,Biochemistry,Parasitology,serology,No,No specific packaging,10,2,1 Yes 1 No,Centrifuge nonfunctional electric power shortage,3,1 Yes 1 No,0,,0,,0,,0,,11.439689,-11.663432,0,1,1,1,"Parasitology stool, hemoglobin, thick film, blood count, bleeding time, clotting time, sedimentation velocity of the red cells, Widal, RPR, TDR HIV Aslo, TDR HBsAg, Chemistry of urine, urine culture, HCG (pregnancy test ), Rivalta, TB, glucose ",Guinea.labe.tougue.hp_labs_tougue,1,0,1,1,0,1,0,1,1,1,hematology;bacteriology;biochemistry;parasitology;serology
70,public,labe,lelouma,cs,Abdourahimi Maleah Diallo,cs lab lafou,Abdourahimi Maleah Diallo,0,Solar energy,No,"Other or combination (specify in ""comments"")","Stabilizer, earthing; solar energy is right for EPI",2,"The head of the center is also responsible for the lab said it did not need training, his concern is to have a staff fixed holder in the lab",,,,,No,No,6,0,N / A,,0,N / A,0,,0,,0,,0,,11.579938,-12.46152,0,0,0,0,Sputum and stool,Guinea.labe.lelouma.cs_lab_lafou,0,0,0,0,0,1,0,0,0,0,
71,public,labe,koubia,hp,Dr. Pascal Djiba Camara,hp labs koubia,Fatoumata Baldé Batoury,0,Solar energy,Yes,Any,"Solar panels just to supply the refrigerator, there is a generator at the hospital that serves only to caesarean sections",5,Hematology,Biochemistry,Bacteriology,serology,Parasitology,No,No,6,1,Yes,,3,No,0,,0,,0,,0,,11.588973,-11.897174,1,1,1,1,"Hemoglobin, TS, TC, TE, GE, HBs antigen, testing of large, Widal, ASO, TPHA, VS, stool and urine microscopy",Guinea.labe.koubia.hp_labs_koubia,0,1,1,1,0,1,0.25,1,1,1,hematology;biochemistry;bacteriology;serology;parasitology
72,private,labe,mali,cs,Dr. Gabriel Doufangadouno,cs lab yimberen,Hadja Kadiatou Diallo (the lab was built by her and she supports its operation),0,Generator,Yes,Stabilizer,microscope supply for group,3,Tubrculose,Malaria,Hematology,serology,Bacteriology,No,No,2,1,Yes,,0,N / A,0,,0,,0,,0,,11.815032,-12.350151,0,1,1,1,"Complete Blood Count, Reviews of stools, Drop, hemoglobin, hemoglobin, Emmel test, BELONGING time, coagulation time, Widal, glucose, urinalysis, SRV, Albumin, BW (RPR), sputum examination ",Guinea.labe.mali.cs_lab_yimbèren,1,0,1,1,0,0,0,1,1,1,bacilloscopy tuberculosis;malaria;hematology;serology;bacteriology
73,public,labe,mali,hp,Dr. Djiba Diallo,hp labs mali,Mamadou Aliou Souaré,1,Generator,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizer, lightning rod",6,Biochemistry,antibiogramme,Immunology,Bacteriology,Virology,No,No,10,1,No,technical issues,1,Yes,0,,0,,0,,0,,12.068484,-12.293811,1,1,1,0,"Saddles, NFS, Haemostasis, VS, GE, Smear, TDR, TE, ASO, IL, TPHA, HIV, Grouping, glucose, liver tests, urinalysis, urine chemistry, ECB secretion, Bacteriology, ECB CSF chemistry CSF Coughing",Guinea.labe.mali.hp_labs_mali,1,1,1,1,0,0,1,1,0,0,biochemistry;antibiogramme;immunology;bacteriology;virology
74,Public,labe,labe,ssa,Doumbouya commander doctor,laoratoire infirmary labe (lapissa),2nd HABA Grandpa Maurice class ,1,public network,,Any,,5,Biochemistry,serology,Parasitology,immunology,Hematology,Yes,No,2,0,,,0,,No2,,No2,,No2,,No2,,,,,,,,,Guinea.labe.labe.laoratoire_infirmary_labe_(lapissa),0,0,0,0,1,1,0,0,0,0,biochemistry;serology;parasitology;immunology;hematology
75,public,mamou,mamou,hr,Dr. Abdoulaye Kader Camara,lab hr mamou,Ibrahima Fofana,1,public network,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizer, lightning rod, grounding",10,Biochemistry,Bacteriology,Immunology,Hematology,Parasitology,No,No,50,0,N / A,,2,Yes,0,,0,,0,,0,,10.37594,-1208705,1,1,1,1,"Semen analysis, RPR TPHA, ASO, HBs, Pregnancy test, blood count, hematocrit, hemoglobin, Emmel, microscopy feces, urine strips, parasitology urine, blood sugar",Guinea.mamou.mamou.lab_hr_mamou,1,1,1,1,1,0,1,1,1,1,biochemistry;bacteriology;immunology;hematology;parasitology
76,public,mamou,mamou,cs,Abdourahamane Tata Diallo,cs lab sabou,Cécé Paquilé Balamou,1,public network,No,Taken from the ground,,4,Hematology,serology,Parasitology,Bacteriology,Immunology,No,No,10,1,Yes,,0,N / A,0,,0,,0,,0,,10.387645,-12.074002,1,1,1,0,"HIV TDR Saddles, glucose, Widal",Guinea.mamou.mamou.cs_lab_sabou,1,1,1,0,1,0,1,1,1,0,hematology;serology;parasitology;bacteriology;immunology
77,public,mamou,mamou,cs,Ismael Camara,cs lab timbo,Aboubacar Dioubaté,0,Any,Yes,Any,"The generator does not work, there is a non-functional panel",1,Hematology,Bacteriology,Biochemistry,serology,Parasitology,No,No,1,2,1 Yes 1 No,electric current lack,0,N / A,0,,0,,0,,0,,10.63919,-11.826093,0,1,0,0,"SRV, TB, Albumin, Saddles",Guinea.mamou.mamou.cs_lab_timbo,1,0,0,0,0,0,0,1,0,0,hematology;bacteriology;biochemistry;serology;parasitology
78,public,mamou,dalaba,hp,Dr. Abdoulaye Saliou Diallo,hp labs dalaba,Hadja Binta Barry,1,public network,No,"Other or combination (specify in ""comments"")",stabilizer and lightning rod; electricity is not stable in the dry season,5,biosecurity,Biochemistry,Bacteriology,serology,Hematology,No,No,20,1,Yes,,1,Yes,0,,0,,0,,0,,10.691967,-12.249348,0,0,1,1,"NFS, urinary, vaginal Secretion Base, parasitological examination of stool, RPR / TPHA, ASO, Widal, Blood Grouping and rhesus factor, skin Bropsi (daytime), BELONGING time and clotting time, thick Drop, Blood Sugar ",Guinea.mamou.dalaba.hp_labs_dalaba,0,0,1,0,0,0,0,0,0,1,biosecurity;biochemistry;bacteriology;serology;hematology
79,public,mamou,dalaba,cs,Patrice Onivogui,csu lab dalaba,Abou Camara,1,public network,No,Any,,3,Biochemistry,Hematology,biosecurity,Parasitology,serology,No,No,8,1,Yes,,0,N / A,0,,0,,0,,0,,10.692203,-12.251007,1,1,1,1,"Search Baccil resistant alkaloids (AFB), TDR, Drop Thick (rarely), Widal, Saddle, White Blood Cell (GB), TPHA, HIV, THb",Guinea.mamou.dalaba.csu_lab_dalaba,1,1,1,0,0,1,1,0,1,1,biochemistry;hematology;biosecurity;parasitology;serology
80,public,mamou,pita,cs,Moussa Camara,pita csu lab,Alpha Oumar Diallo,1,public network,No,Stabilizer,,3,Bacteriology,Hematology,Parasitology,serology,Immunology,No,No,15,1,Yes,,0,N / A,0,,0,,0,,0,,11.061615,-12.398185,1,0,0,1,"TDR, hemoglobin, albumin, seats, thick Drop",Guinea.mamou.pita.pita_csu_lab,0,1,0,1,1,1,1,0,0,1,bacteriology;hematology;parasitology;serology;immunology
81,public,mamou,pita,hp,Dr Mamadou Pathé Barry,hp pita lab,Dr Mamadou Pallé Diallo,1,public network,Yes,"Other or combination (specify in ""comments"")","Stabilizer, lightning rod, earthing; electricity 24h / 24h but regular breaks during low water",8,Hematology,Bacteriology,serology,Blood biochemistry ,Immunology,No,No,25,2,Yes,,3,Yes,0,,0,,0,,0,,11.064208,-12.393764,0,1,1,0,"NFS Thick blood, erythrocyte sedimentation rate, Haemostasis, of emmel Test, HIV, ASO, IL, Widal, Socket urinary, vaginal secretions, blood sugar, urine strips, Blood Grouping, compatibility test, stool parasitology",Guinea.mamou.pita.hp_pita_lab,1,0,1,0,1,0,1,1,1,0,hematology;bacteriology;serology;blood biochemistry;immunology
82,public,mamou,pita,cs,Amadou Bah Saala,cs lab timbi madina,Maimouna Bah,1,public network,No,Any,,2,Hematology,Bacteriology,serology,Parasitology,Biochemistry,No,No,10,2,1 Yes 1 No,Breakdown,0,N / A,0,,0,,0,,0,,11.202777,-12.537829,0,0,1,1,"Hemoglobin, Emmel test, thick drops, glucose, Saddles, albumin, sugar, urine biochemistry, Widal, RPR / TPHA, Blood Grouping, bHCG",Guinea.mamou.pita.cs_lab_timbi_madina,0,0,1,1,0,1,0,0,1,0,hematology;bacteriology;serology;parasitology;biochemistry
83,private,mamou,mamou,sectarian,Ouattara Zie Etienne,denominational hospital lab compassion,Guilavogui Samuel,1,Solar energy,Yes,Taken from the ground,,5,Biochemistry,antibiogramme,Parasitology,Sérélogie,Hematology,No,No,50,3,Yes,,1,Yes,0,,0,,0,,0,,,,0,0,0,1,"NFS, VS, TC, TS, Hematocrit, Skin biopsy",Guinea.mamou.mamou.denominational_hospital_lab_compassion,0,0,0,1,0,0,0,0,0,1,biochemistry;antibiogramme;parasitology;serology;hematology
84,Public,mamou,mamou,ssa,Médein serge fangana TRAORE,mamou independent battalion laboratory,Adjudent Abdouramane DIALLO,,,,,,0,,,,,,NO,No,0,,,,,,0,,0,,0,,0,,,,,,,,,Guinea.mamou.mamou.mamou_independent_battalion_laboratory,0,0,0,0,0,0,1,0,0,0,
85,public,n'zerekore,yomou,hp,Dr Sanoussi Sidibé,hp labs yomou,Bore Kaliva,0,Other,No,Any,"No source of operating energy, 2 non functional groups életrogènes no fuel, nonfunctional solar panels",9,withdrawals,Coloration,CSF,-,-,Yes,Special Containers given Ebola shipping trouble with coolers that do not return after shipping,20,2,1 Yes 1 No,electric current lack,1,No,0,,0,,0,,0,,7.565662,-9.261331,1,1,1,1,"GE (TDR, microscope), Tx Hb (hemoglobin meter Sally), GB, leukocyte formula, test Emmel, direct examination of stool (parasitological), microfilariae research, urinary sediment, LCR (direct examination, Gram and Ziehl) research BK, urine strips (Biochemistry), RPR, Widal, ASO, TDR HBV, HCV TDR TDR HIV, blood grouping (serum and erythrocyte not)",Guinea.n'zerekore.yomou.hp_labs_yomou,1,1,1,1,0,1,1,1,1,1,withdrawals;coloration;csf
86,public,n'zerekore,n'zerekore,hr,Dr. Yamoussa Youla,hr n'zerekore lab,Théa Jean Joseph,1,Generator,Yes,"Other or combination (specify in ""comments"")","Lightning, earthing, 2 hours of electricity per day",22,Hematology,Biochemistry,Blood transfusion,Bacteriology,biomol,Yes,Triple packaging,0,3,No,"vetuste, lack of electricity",3,"Other (specify in ""comments"")",0,,0,,0,,1,Access cléfs given by Reguilab,7.749241,-8.822701,1,1,1,1,GE; TDR forrmule leukocyte; stools; microfilaria research; urinary sediment; CRL BK; dipstick; RPR; Widal; aslo; SRV; transfusion hepatitis B and C GLYCAEMIA,Guinea.n'zerekore.n'zerekore.hr_n'zerekore_lab,0,0,0,0,1,0,0,0,0,0,hematology;biochemistry;blood transfusion;bacteriology;molecular biology
87,public,n'zerekore,n'zerekore,cs,Camara Michel,csu lab dorota,Aissata Koulibaly,0,,No,Any,,8,Biochemistry,Hematology,serology,Bacteriology,Parasitology,No,No,0,1,Yes,,0,,0,,0,,0,,0,,7.756512,-8.809767,1,1,1,1,"Hemoglobin, saddles, albumin in urine, RPR, Widal, TBR, urinalysis, emmel of test, research microfilariae, TDR HIV, glucose (lack of strips) ",Guinea.n'zerekore.n'zerekore.csu_lab_dorota,0,0,0,0,0,0,0,0,0,0,biochemistry;hematology;serology;bacteriology;parasitology
88,public,n'zerekore,macenta,cs,Malick Diakité,cs lab seredou,Konomou Agatte Angeline,0,Any,No,Any,,2,Hematology,Parasitology,biosecurity,Lab Management,serology,No,No,10,1,Yes,,0,N / A,0,,0,,0,,0,,8.374683,-9.284422,1,1,0,1,stools; TDR malaria; HIV; Hb; albumin; TB,Guinea.n'zerekore.macenta.cs_lab_seredou,1,1,0,1,0,0,0,1,0,1,hematology;parasitology;biosecurity;lab management;serology
89,public,n'zerekore,gueckedou,cs,Tolno saddle,laboratory cs nongoa,Tamba Nicola Tinguiano,0,Any,No,Any,,2,Biochemistry,Hematology,Parasitology,Immunology,Virology,No,No,30,1,Yes,,0,N / A,0,,0,,0,,0,,8.504435,-10.334097,1,1,1,1,TDR malaria; GE; Albumin; Hb; Widal; RPR; stools; TDR HIV,Guinea.n'zerekore.gueckedou.laboratory_cs_nongoa,1,1,1,1,0,0,1,1,1,0,biochemistry;hematology;parasitology;immunology;virology
